Name,Year,Genre,Publisher,North America,Europe,Japan,Other,Global
Big Mutha Truckers 2,2005,Racing,Xplosiv,0.1,0.07,0,0.03,0.2
NHL FaceOff 2001,2001,Sports,Sony Computer Entertainment,0.1,0.07,0,0.02,0.2
Mana Khemia 2: Fall of Alchemy,2008,Role-Playing,Gust,0.07,0.05,0.05,0.02,0.2
The Great Escape,2003,Action,SCi,0.1,0.07,0,0.02,0.2
ESA Foundation Compilation,2005,Misc,Sony Computer Entertainment,0.1,0.07,0,0.02,0.19
The King of Fighters XI,2006,Fighting,Ignition Entertainment,0.07,0.06,0.04,0.02,0.19
Sniper Elite,2005,Shooter,Ubisoft,0.1,0.07,0,0.02,0.19
NCAA Final Four 2003,2002,Sports,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19
Breath of Fire: Dragon Quarter,2002,Role-Playing,Capcom,0.09,0.07,0,0.02,0.19
Super Robot Taisen: Scramble Commander,2003,Strategy,Banpresto,0,0,0.19,0,0.19
IHRA Professional Drag Racing 2005,2004,Racing,Bethesda Softworks,0.09,0.07,0,0.02,0.19
Mace Griffin: Bounty Hunter,2003,Shooter,Electronic Arts,0.09,0.07,0,0.02,0.19
Trivial Pursuit unhinged,2004,Misc,Atari,0.09,0.07,0,0.02,0.19
Aliens versus Predator: Extinction,2003,Strategy,Electronic Arts,0.09,0.07,0,0.02,0.19
Silent Scope 2: Dark Silhouette,2001,Shooter,Konami Digital Entertainment,0.09,0.07,0,0.02,0.19
NHL Hitz Pro,2003,Sports,Midway Games,0.09,0.07,0,0.02,0.19
SingStar Pop Vol.2,2008,Misc,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19
SNK Arcade Classics Vol. 1,2008,Misc,Ignition Entertainment,0.09,0.07,0,0.02,0.19
Frequency,2001,Misc,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19
Jampack: Summer 2003 (RP-T),2003,Misc,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19
Barbie Horse Adventures: Riding Camp,2008,Sports,Activision,0.09,0.07,0,0.02,0.19
ESPN International Track & Field,2000,Sports,Konami Digital Entertainment,0.09,0.07,0,0.02,0.19
Conflict: Global Terror,2005,Shooter,Eidos Interactive,0.09,0.07,0,0.02,0.19
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,2006,Misc,D3Publisher,0,0,0.19,0,0.19
Boogie,2007,Misc,Electronic Arts,0.09,0.07,0,0.02,0.19
Gungrave,2002,Shooter,Activision,0.09,0.07,0,0.02,0.19
Phantasy Star Universe,2006,Role-Playing,Sega,0,0,0.19,0,0.19
Transworld Surf,2002,Sports,Atari,0.09,0.07,0,0.02,0.19
Tenchu: Fatal Shadows,2004,Action,Sega,0.09,0.07,0,0.02,0.19
Monsters vs. Aliens,2009,Action,Activision,0.11,0,0,0.08,0.19
Pro Yaky? Spirits 4,2007,Sports,Konami Digital Entertainment,0,0,0.19,0,0.19
Rise of the Kasai,2005,Action,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19
NCAA Final Four 2001,2000,Sports,Sony Computer Entertainment,0.09,0.07,0,0.02,0.19
Robin Hood: Defender of the Crown,2003,Strategy,Capcom,0.09,0.07,0,0.02,0.19
R-Type Final,2003,Shooter,Metro 3D,0.09,0.07,0,0.02,0.19
Ty the Tasmanian Tiger 3: Night of the Quinkan,2005,Action,Activision,0.09,0.07,0,0.02,0.19
Samurai Warriors 2: Empires,2006,Action,Tecmo Koei,0,0,0.19,0,0.19
J-League Pro Soccer Club o Tsukurou! 5,2007,Sports,Sega,0,0,0.19,0,0.19
La Pucelle: Tactics,2002,Role-Playing,Tecmo Koei,0.09,0.07,0,0.02,0.19
EverQuest Online Adventures: Frontiers,2003,Role-Playing,Sony Online Entertainment,0.09,0.07,0,0.02,0.19
Fight Club,2004,Fighting,Vivendi Games,0.09,0.07,0,0.02,0.18
Harvest Moon: A Wonderful Life Special Edition,2004,Simulation,505 Games,0.09,0.07,0,0.02,0.18
.hack//Quarantine Part 4: The Final Chapter,2003,Role-Playing,Atari,0.09,0.07,0,0.02,0.18
Buffy the Vampire Slayer: Chaos Bleeds,2003,Action,Vivendi Games,0.09,0.07,0,0.02,0.18
Driving Emotion Type-S,2000,Racing,Electronic Arts,0.04,0.03,0.11,0.01,0.18
Siren,2003,Adventure,Sony Computer Entertainment,0.09,0.07,0,0.02,0.18
Ar tonelico 2: Melody of Metafalica,2007,Role-Playing,Nippon Ichi Software,0.04,0.03,0.11,0.01,0.18
Amplitude,2003,Misc,Sony Computer Entertainment,0.09,0.07,0,0.02,0.18
Vietcong: Purple Haze,2004,Shooter,Gathering of Developers,0.09,0.07,0,0.02,0.18
Summer Athletics: The Ultimate Challenge,2008,Sports,DTP Entertainment,0,0,0,0.18,0.18
X-Men Origins: Wolverine,2009,Action,Activision,0.13,0,0,0.05,0.18
Mega Man X: Command Mission,2004,Role-Playing,Capcom,0.09,0.07,0,0.02,0.18
Tokyo Xtreme Racer DRIFT,2003,Racing,Genki,0.09,0.07,0,0.02,0.18
A.C.E.: Another Century's Episode 2,2006,Simulation,Banpresto,0,0,0.18,0,0.18
The Adventures of Cookie & Cream,2000,Puzzle,Empire Interactive,0.09,0.07,0,0.02,0.18
American Chopper 2: Full Throttle,2005,Racing,Zoo Digital Publishing,0.09,0.07,0,0.02,0.18
Commandos 2: Men of Courage,2002,Strategy,Eidos Interactive,0.09,0.07,0,0.02,0.18
Fireblade,2002,Action,Midway Games,0.09,0.07,0,0.02,0.18
Cabela's Dangerous Hunts 2009,2008,Sports,Activision Value,0.09,0.07,0,0.02,0.18
Mobile Suit Gundam Seed Destiny: Generation of C.E.,2005,Action,Namco Bandai Games,0,0,0.18,0,0.18
EyeToy: Groove,2003,Misc,Sony Computer Entertainment,0.09,0.07,0,0.02,0.18
Armored Core: Last Raven,2005,Simulation,505 Games,0.05,0.04,0.08,0.01,0.18
Tomb Raider: Underworld,2009,Action,Eidos Interactive,0.09,0.04,0,0.05,0.18
K-1 World Grand Prix,2002,Sports,Konami Digital Entertainment,0.04,0.03,0.1,0.01,0.18
Sonic Riders: Zero Gravity,2008,Racing,Sega,0.09,0.07,0,0.02,0.18
UFC: Sudden Impact,2004,Fighting,Global Star,0.09,0.07,0,0.02,0.18
NBA Hoopz,2001,Sports,Midway Games,0.09,0.07,0,0.02,0.18
Summon Night 4,2006,Role-Playing,Banpresto,0,0,0.18,0,0.18
Pro Yaky? Spirits 5,2008,Sports,Konami Digital Entertainment,0,0,0.18,0,0.18
NBA Starting Five,N/A,Sports,Unknown,0.09,0.07,0,0.02,0.18
The Suffering: Ties That Bind,2005,Action,Midway Games,0.09,0.07,0,0.02,0.17
EyeToy: Kinetic,2005,Sports,Sony Computer Entertainment,0.09,0.07,0,0.02,0.17
Army Men: Sarge's Heroes 2,2001,Shooter,Midas Interactive Entertainment,0.09,0.07,0,0.02,0.17
SEGA Bass Fishing Duel,2002,Sports,Sega,0.09,0.07,0,0.02,0.17
Mark Davis Pro Bass Challenge,2002,Sports,Natsume,0.09,0.07,0,0.02,0.17
Warriors of Might and Magic,2001,Adventure,3DO,0.09,0.07,0,0.02,0.17
Global Defence Force,2005,Shooter,Essential Games,0,0,0.17,0,0.17
Smash Court Tennis Pro Tournament,2002,Sports,Sony Computer Entertainment,0.08,0.07,0,0.02,0.17
Gretzky NHL 2005,2004,Sports,Sony Computer Entertainment,0.08,0.07,0,0.02,0.17
Ice Age: Dawn of the Dinosaurs,2009,Action,Activision,0.08,0.07,0,0.02,0.17
MDK2 Armageddon,2001,Shooter,Virgin Interactive,0.08,0.07,0,0.02,0.17
MX World Tour Featuring Jamie Little,2005,Racing,Play It,0.08,0.07,0,0.02,0.17
Goblin Commander: Unleash the Horde,2003,Strategy,Jaleco,0.08,0.07,0,0.02,0.17
Backyard NFL Football '09,2008,Sports,Atari,0.08,0.07,0,0.02,0.17
World Destruction League: Thunder Tanks,2000,Action,3DO,0.08,0.07,0,0.02,0.17
Backyard Baseball '10,2009,Sports,Atari,0.08,0.07,0,0.02,0.17
RoadKill,2003,Action,Midway Games,0.08,0.07,0,0.02,0.17
Hanjuku Eiyuu Tai 3D,2003,Role-Playing,Square Enix,0,0,0.17,0,0.17
.hack//G.U. Vol.3//Redemption,2007,Role-Playing,Namco Bandai Games,0,0,0.17,0,0.17
James Cameron's Dark Angel,N/A,Action,Universal Interactive,0.08,0.07,0,0.02,0.17
Major League Baseball 2K9,2009,Sports,Spike,0.08,0.06,0,0.02,0.17
Disney TH!NK Fast: The Ultimate Trivia Showdown,2008,Misc,Disney Interactive Studios,0.08,0.06,0,0.02,0.17
Fate/Stay Night [Réalta Nua],2007,Adventure,Kadokawa Shoten,0,0,0.17,0,0.17
.hack//G.U. Vol.1//Rebirth,2006,Role-Playing,Namco Bandai Games,0,0,0.17,0,0.17
Gallop Racer 2001,2001,Sports,Tecmo Koei,0.05,0.04,0.06,0.01,0.17
Catwoman,2004,Action,Electronic Arts,0.08,0.06,0,0.02,0.17
Garfield: Lasagna World Tour,2007,Action,Blast! Entertainment Ltd,0.08,0.06,0,0.02,0.17
Terminator 3: The Redemption,2004,Shooter,Atari,0.08,0.06,0,0.02,0.17
Beat Down: Fists of Vengeance,2005,Action,Capcom,0.04,0.03,0.09,0.01,0.17
Sword of the Samurai,N/A,Fighting,Ubisoft,0,0,0.17,0,0.17
Naruto Shippuden: Ultimate Ninja 5,2007,Fighting,Namco Bandai Games,0,0,0.17,0,0.17
World Tour Soccer 2006,2004,Sports,Sony Computer Entertainment,0.08,0.06,0,0.02,0.17
Disney Golf,2002,Sports,Electronic Arts,0.07,0.06,0.02,0.02,0.17
The Naked Brothers Band: The Video Game,2008,Misc,THQ,0.08,0.06,0,0.02,0.17
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),2008,Role-Playing,Atlus,0,0,0.17,0,0.17
RC Revenge Pro,2000,Racing,Acclaim Entertainment,0.08,0.06,0,0.02,0.17
Far East of Eden II: Manji Maru,2003,Role-Playing,Hudson Soft,0,0,0.17,0,0.17
Sega Superstars,2004,Misc,Sega,0.08,0.06,0,0.02,0.17
NBA 09: The Inside,2008,Sports,Sony Computer Entertainment,0.08,0.06,0,0.02,0.17
Taz Wanted,2002,Platform,Atari,0.08,0.06,0,0.02,0.16
Vehicular Combat League presents Motor Mayhem,2001,Racing,Atari,0.08,0.06,0,0.02,0.16
PoPoLoCrois: Hajimari no Bouken,2002,Role-Playing,Sony Computer Entertainment,0,0,0.16,0,0.16
Star Wars: Super Bombad Racing,2001,Racing,LucasArts,0.08,0.06,0,0.02,0.16
World Tour Soccer 2005,2004,Sports,Sony Computer Entertainment,0.08,0.06,0,0.02,0.16
ESPN College Hoops,2003,Sports,Sega,0.08,0.06,0,0.02,0.16
F1 Championship Season 2000,2000,Racing,Electronic Arts,0.06,0.05,0.03,0.02,0.16
Zapper: One Wicked Cricket!,2002,Platform,Infogrames,0.08,0.06,0,0.02,0.16
Kya: Dark Lineage,2003,Adventure,Atari,0.08,0.06,0,0.02,0.16
Lethal Skies II,2003,Simulation,Sammy Corporation,0.08,0.06,0,0.02,0.16
Kamaitachi no Yoru × 3,2006,Adventure,Sega,0,0,0.16,0,0.16
Dancing With The Stars,2007,Misc,Activision,0.08,0.06,0,0.02,0.16
Midway Arcade Treasures 3,2005,Misc,Midway Games,0.08,0.06,0,0.02,0.16
Dr. Muto,2002,Platform,Midway Games,0.08,0.06,0,0.02,0.16
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,2005,Adventure,Activision,0.08,0.06,0,0.02,0.16
Fatal Frame II: Crimson Butterfly,2003,Action,Ubisoft,0.08,0.06,0,0.02,0.16
Shadow Man: 2econd Coming,2002,Adventure,Acclaim Entertainment,0.08,0.06,0,0.02,0.16
Wakeboarding Unleashed Featuring Shaun Murray,2003,Sports,Activision,0.08,0.06,0,0.02,0.16
Summon Night EX-Thesis: Yoake no Tsubasa,2005,Role-Playing,Banpresto,0,0,0.16,0,0.16
Pro Yaky? Spirits 3,2006,Sports,Konami Digital Entertainment,0,0,0.16,0,0.16
Silent Scope 3,2002,Shooter,Konami Digital Entertainment,0.08,0.06,0,0.02,0.16
Namco Classic Fighter Collection,2008,Fighting,Namco Bandai Games,0.08,0.06,0,0.02,0.16
Intellivision Lives!,2003,Misc,Play It,0.08,0.06,0,0.02,0.16
Black & Bruised,2003,Fighting,Vivendi Games,0.08,0.06,0,0.02,0.16
.hack//G.U. Vol.2//Reminisce (jp sales),2006,Role-Playing,Namco Bandai Games,0,0,0.16,0,0.16
Ghost in the Shell: Stand Alone Complex,2004,Adventure,Namco Bandai Games,0.08,0.06,0,0.02,0.16
FlatOut 2,2006,Racing,Empire Interactive,0.08,0.06,0,0.02,0.16
Trigger Man,2004,Shooter,Play It,0.08,0.06,0,0.02,0.16
Arcana Heart,2007,Fighting,AQ Interactive,0.06,0.05,0.04,0.02,0.16
Battlestar Galactica,2003,Shooter,Vivendi Games,0.08,0.06,0,0.02,0.16
AC/DC LIVE: Rock Band Track Pack,2008,Misc,MTV Games,0.08,0.06,0,0.02,0.16
Driven,2001,Racing,BAM! Entertainment,0.08,0.06,0,0.02,0.15
"Warhammer 40,000: Fire Warrior",2003,Shooter,THQ,0.08,0.06,0,0.02,0.15
MTV Music Generator 2,2001,Misc,Codemasters,0.08,0.06,0,0.02,0.15
Paris-Dakar Rally,2001,Racing,Acclaim Entertainment,0.08,0.06,0,0.02,0.15
Atelier Iris: Eternal Mana,2004,Role-Playing,Tecmo Koei,0.08,0.06,0,0.02,0.15
Digimon World 4,2005,Role-Playing,Atari,0.08,0.06,0,0.02,0.15
Enthusia Professional Racing,2005,Racing,Konami Digital Entertainment,0.07,0.06,0,0.02,0.15
NCAA GameBreaker 2001,2000,Sports,Sony Computer Entertainment,0.07,0.06,0,0.02,0.15
Get On Da Mic,2004,Misc,Eidos Interactive,0.07,0.06,0,0.02,0.15
Jikkyou Powerful Pro Yakyuu 2009,2009,Sports,Konami Digital Entertainment,0,0,0.15,0,0.15
The Secret Saturdays: Beasts of the 5th Sun,2009,Action,D3Publisher,0.05,0.02,0,0.08,0.15
MLB Power Pros 2008,2008,Sports,Konami Digital Entertainment,0.05,0.04,0.05,0.01,0.15
Indigo Prophecy,2005,Adventure,Atari,0.07,0.06,0,0.02,0.15
NBA ShootOut 2001,2001,Sports,Sony Computer Entertainment,0.07,0.06,0,0.02,0.15
Samurai Shodown Anthology,2008,Fighting,Ignition Entertainment,0.07,0.06,0,0.02,0.15
Musashi: Samurai Legend,2005,Role-Playing,Atari,0.07,0.06,0,0.02,0.15
F1 2001,2001,Racing,Electronic Arts,0.07,0.06,0,0.02,0.15
History Civil War: Secret Missions,2008,Shooter,Activision,0.07,0.06,0,0.02,0.15
NHL 09,2008,Sports,Electronic Arts,0.07,0.06,0,0.02,0.15
Star Trek: Voyager Elite Force,2001,Shooter,Codemasters,0.07,0.06,0,0.02,0.15
187: Ride or Die,2005,Racing,Ubisoft,0.07,0.06,0,0.02,0.15
eJay Clubworld,N/A,Misc,Empire Interactive,0.07,0.06,0,0.02,0.15
Battle Stadium D.O.N,2006,Fighting,Namco Bandai Games,0,0,0.15,0,0.15
Major League Baseball 2K8,2008,Sports,Bethesda Softworks,0.07,0.06,0,0.02,0.15
Fugitive Hunter: War on Terror,2003,Shooter,Play It,0.07,0.06,0,0.02,0.15
DrumMania,2000,Simulation,Konami Digital Entertainment,0,0,0.15,0,0.15
MotoGP 2: Ultimate Racing Technology,2001,Racing,Sony Computer Entertainment,0.07,0.06,0,0.02,0.15
BMX XXX,2002,Sports,Acclaim Entertainment,0.07,0.06,0,0.02,0.15
Shadow Hearts: From The New World,2005,Role-Playing,Ghostlight,0.07,0.06,0,0.02,0.14
CSI: 3 Dimensions of Murder,2007,Adventure,Ubisoft,0.07,0.06,0,0.02,0.14
Barbarian,2002,Fighting,Titus,0.07,0.06,0,0.02,0.14
Jurassic: The Hunted,2009,Shooter,Activision,0.07,0.06,0,0.02,0.14
Power Rangers: Super Legends,2007,Action,Disney Interactive Studios,0.07,0.06,0,0.02,0.14
Fatal Frame,2001,Action,Wanadoo,0.07,0.06,0,0.02,0.14
Wild ARMs 4,2005,Role-Playing,505 Games,0.07,0.06,0,0.02,0.14
G.I. Joe: The Rise of Cobra,2009,Action,Electronic Arts,0.11,0,0,0.03,0.14
Casper: Spirit Dimensions,2001,Platform,TDK Mediactive,0.07,0.05,0,0.02,0.14
Second Sight,2004,Adventure,Codemasters,0.07,0.05,0,0.02,0.14
Monster House,2006,Adventure,THQ,0.07,0.05,0,0.02,0.14
Phantom Brave,2004,Role-Playing,Tecmo Koei,0.07,0.05,0,0.02,0.14
Mojo!,2003,Puzzle,Mindscape,0.07,0.05,0,0.02,0.14
Jonny Moseley Mad Trix,2001,Sports,3DO,0.07,0.05,0,0.02,0.14
MTV Music Generator 3: This Is the Remix,2004,Misc,Codemasters,0.07,0.05,0,0.02,0.14
PaRappa The Rapper 2,2001,Misc,Sony Computer Entertainment,0.07,0.05,0,0.02,0.14
Pipe Mania,2008,Puzzle,Empire Interactive,0.07,0.05,0,0.02,0.14
Pirates: The Legend of Black Kat,2002,Adventure,Electronic Arts,0.07,0.05,0,0.02,0.14
Fur Fighters: Viggo's Revenge,2001,Action,Acclaim Entertainment,0.07,0.05,0,0.02,0.14
The Da Vinci Code,2006,Action,Take-Two Interactive,0.07,0.05,0,0.02,0.14
Cabela's Outdoor Adventures (2009),2009,Sports,Activision Value,0.07,0.05,0,0.02,0.14
World Tour Soccer 2003,2002,Sports,Sony Computer Entertainment,0.07,0.05,0,0.02,0.14
Onimusha Essentials,2008,Action,Capcom,0.07,0.05,0,0.02,0.14
Eternal Poison,2008,Role-Playing,Banpresto,0.07,0.05,0,0.02,0.14
Gretzky NHL 06,2005,Sports,Sony Computer Entertainment,0.07,0.05,0,0.02,0.14
Gungrave: Overdose,2004,Shooter,Play It,0.07,0.05,0,0.02,0.14
Fate/Unlimited Codes,2008,Fighting,Capcom,0,0,0.14,0,0.14
The Operative: No One Lives Forever,2002,Shooter,Electronic Arts,0.07,0.05,0,0.02,0.14
Ecco the Dolphin: Defender of the Future,2002,Adventure,Sony Computer Entertainment,0.07,0.05,0,0.02,0.14
Micro Machines,2002,Racing,Atari,0.07,0.05,0,0.02,0.14
Space Venus starring Morning Musume,2001,Misc,Sony Music Entertainment,0,0,0.14,0,0.14
Pro Yakyuu Netsu Star 2006,2006,Sports,Namco Bandai Games,0,0,0.14,0,0.14
SNK vs. Capcom: The Match of the Millennium,2006,Fighting,Sega,0,0.02,0,0.12,0.14
World Soccer Winning Eleven 9 Bonus Pack,2006,Sports,Konami Digital Entertainment,0,0,0.14,0,0.14
UEFA Euro 2004: Portugal,2004,Sports,Electronic Arts,0.07,0.05,0,0.02,0.14
World Tour Soccer 2002,2001,Sports,Sony Computer Entertainment,0.07,0.05,0,0.02,0.14
Vampire Night,2001,Shooter,Sony Computer Entertainment,0.07,0.05,0,0.02,0.14
Salt Lake 2002,2002,Sports,Eidos Interactive,0.07,0.05,0,0.02,0.14
Final Fantasy XI: Rise of the Zilart,2003,Role-Playing,Square Enix,0,0,0.13,0,0.13
Suzumiya Haruhi no Tomadoi,2008,Adventure,Banpresto,0,0,0.13,0,0.13
King Arthur,2004,Action,Konami Digital Entertainment,0.07,0.05,0,0.02,0.13
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,2005,Misc,D3Publisher,0,0,0.13,0,0.13
The Guy Game,2004,Misc,Gathering of Developers,0.07,0.05,0,0.02,0.13
Rurouni Kenshin: Enjou! Kyoto Rinne,2006,Action,Banpresto,0,0,0.13,0,0.13
Shonen Jump's One Piece: Grand Battle,2005,Fighting,Atari,0.07,0.05,0,0.02,0.13
Pro Yaky? Spirits 6,2009,Sports,Konami Digital Entertainment,0,0,0.13,0,0.13
NTRA Breeders' Cup World Thoroughbred Championships,2005,Simulation,Bethesda Softworks,0.07,0.05,0,0.02,0.13
Ys: The Ark of Napishtim,2005,Role-Playing,Konami Digital Entertainment,0.07,0.05,0,0.02,0.13
SingStar Latino,2007,Misc,Sony Computer Entertainment,0.07,0.05,0,0.02,0.13
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,2008,Role-Playing,Atlus,0.07,0.05,0,0.02,0.13
NHL 2K9,2008,Sports,Take-Two Interactive,0.07,0.05,0,0.02,0.13
MLB 11: The Show,2011,Sports,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13
Army Men: Green Rogue,2001,Action,3DO,0.06,0.05,0,0.02,0.13
Winning Post 5,2001,Sports,Tecmo Koei,0,0,0.13,0,0.13
RPG Maker II,2002,Role-Playing,Enterbrain,0.06,0.05,0,0.02,0.13
Destruction Derby Arenas,2004,Racing,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13
Shaman King: Power of Spirit,2004,Adventure,Konami Digital Entertainment,0.06,0.05,0,0.02,0.13
Amagami,2009,Adventure,Enterbrain,0,0,0.13,0,0.13
Eternal Poison (JP sales),2008,Role-Playing,Banpresto,0,0,0.13,0,0.13
Drakengard 2,2005,Role-Playing,Ubisoft,0.06,0.05,0,0.02,0.13
Rally Fusion: Race of Champions,2002,Racing,Activision,0.06,0.05,0,0.02,0.13
Ape Escape 3,2005,Platform,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13
"Crouching Tiger, Hidden Dragon",2003,Action,Ubisoft,0.06,0.05,0,0.02,0.13
Whiplash,2003,Racing,Eidos Interactive,0.06,0.05,0,0.02,0.13
Alter Echo,2003,Shooter,THQ,0.06,0.05,0,0.02,0.13
Rock Band Track Pack Volume 1,2008,Misc,MTV Games,0.06,0.05,0,0.02,0.13
NBA 08,2007,Sports,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13
Shin Megami Tensei: Digital Devil Saga,2004,Role-Playing,Ghostlight,0.06,0.05,0,0.02,0.13
Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,2005,Misc,Sega,0,0,0.13,0,0.13
LEGO Racers 2,2001,Racing,Electronic Arts,0.06,0.05,0,0.02,0.13
Shining Wind,2007,Role-Playing,Sega,0,0,0.13,0,0.13
Portal Runner,2001,Platform,3DO,0.06,0.05,0,0.02,0.13
Warriors Orochi 2,2008,Action,Tecmo Koei,0.06,0.05,0,0.02,0.13
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,2005,Platform,Ubisoft,0.06,0.05,0,0.02,0.13
City Crisis,2001,Simulation,Take-Two Interactive,0.06,0.05,0,0.02,0.13
Torino 2006,2006,Sports,Take-Two Interactive,0.06,0.05,0,0.02,0.13
Nobunaga no Yabou: Ranseiki,2002,Strategy,Tecmo Koei,0,0,0.13,0,0.13
Monster Jam: Urban Assault,2008,Racing,Activision,0.06,0.05,0,0.02,0.13
DT Racer,2005,Racing,XS Games,0.06,0.05,0,0.02,0.13
Drome Racers,2002,Racing,Electronic Arts,0.06,0.05,0,0.02,0.13
Baroque,2007,Role-Playing,Rising Star Games,0.05,0.04,0.02,0.01,0.13
Smash Court Tennis Pro Tournament 2,2004,Sports,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13
Worms 3D,2003,Strategy,Sega,0.06,0.05,0,0.02,0.12
Pryzm Chapter One: The Dark Unicorn,2002,Adventure,TDK Mediactive,0.06,0.05,0,0.02,0.12
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",2008,Misc,D3Publisher,0,0,0.12,0,0.12
Guilty Gear X,2001,Fighting,Sammy Corporation,0.06,0.05,0,0.02,0.12
Disney's PK: Out of the Shadows,2002,Platform,Ubisoft,0.06,0.05,0,0.02,0.12
Wild ARMs 5 (jp sales),2006,Role-Playing,505 Games,0,0,0.12,0,0.12
The King of Fighters '98 Ultimate Match,2008,Fighting,Ignition Entertainment,0.04,0.03,0.03,0.01,0.12
Puzzle Quest: Challenge of the Warlords,2007,Puzzle,D3Publisher,0.06,0.05,0,0.02,0.12
MotoGP 3 - Official Game of MotoGP,2003,Racing,Namco Bandai Games,0.06,0.05,0,0.02,0.12
Makai Kingdom: Chronicles of the Sacred Tome,2005,Role-Playing,Tecmo Koei,0.06,0.05,0,0.02,0.12
Rock Band Track Pack Volume 2,2008,Misc,MTV Games,0.06,0.05,0,0.02,0.12
Ferrari Challenge Trofeo Pirelli,2008,Racing,System 3 Arcade Software,0.06,0.05,0,0.02,0.12
The X Files: Resist or Serve,2004,Adventure,Vivendi Games,0.06,0.05,0,0.02,0.12
Saru! Get You! Million Monkeys,N/A,Platform,Unknown,0,0,0.12,0,0.12
Curious George,2006,Action,Namco Bandai Games,0.06,0.05,0,0.02,0.12
Zathura,2005,Adventure,Take-Two Interactive,0.06,0.05,0,0.02,0.12
Sega Soccer Slam,2002,Sports,Sega,0.06,0.05,0,0.02,0.12
Dora the Explorer: Dora Saves the Mermaids,2008,Platform,Take-Two Interactive,0.06,0.05,0,0.02,0.12
IndyCar Series,2003,Racing,Codemasters,0.06,0.05,0,0.02,0.12
Space Chimps,2008,Platform,Brash Entertainment,0.06,0.05,0,0.02,0.12
Gladiator: Sword of Vengeance,2003,Action,Acclaim Entertainment,0.06,0.05,0,0.02,0.12
Jikkyou Powerful Pro Yakyuu 8 Ketteiban,2001,Sports,Konami Digital Entertainment,0,0,0.12,0,0.12
Wallace & Gromit: Curse of the Were-Rabbit,2005,Adventure,Konami Digital Entertainment,0.06,0.05,0,0.02,0.12
Onimusha: Blade Warriors,2003,Fighting,Capcom,0.06,0.05,0,0.02,0.12
Airborne Troops: Countdown to D-Day,2005,Shooter,Playlogic Game Factory,0.06,0.05,0,0.02,0.12
Barbie as The Island Princess,2007,Adventure,Activision,0.06,0.04,0,0.02,0.12
King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,2002,Fighting,Spike,0,0,0.12,0,0.12
Nightshade,2003,Action,Sega,0.06,0.04,0,0.01,0.12
Harvey Birdman: Attorney at Law,2008,Adventure,Capcom,0.06,0.04,0,0.01,0.12
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi,2007,Misc,D3Publisher,0,0,0.12,0,0.12
F1 2002,2002,Racing,Electronic Arts,0.05,0.04,0.02,0.01,0.12
DOA 2: Dead or Alive 2 Hardcore,2000,Fighting,Tecmo Koei,0,0,0.11,0,0.11
Smash Cars,2003,Racing,Metro 3D,0.06,0.04,0,0.01,0.11
NASCAR 07,2006,Racing,Electronic Arts,0.06,0.04,0,0.01,0.11
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,2005,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11
Melty Blood: Act Cadenza,2006,Fighting,Sega,0,0,0.11,0,0.11
Dokapon Kingdom,2007,Role-Playing,Sting,0.05,0.04,0.02,0.01,0.11
Shining Force NEO,2005,Role-Playing,Sega,0.06,0.04,0,0.01,0.11
Taito Legends,2005,Misc,Empire Interactive,0.06,0.04,0,0.01,0.11
Star Trek: Conquest,N/A,Strategy,Bethesda Softworks,0.06,0.04,0,0.01,0.11
World Championship Rugby,2004,Sports,Acclaim Entertainment,0.06,0.04,0,0.01,0.11
Growlanser Generations,2003,Role-Playing,Atlus,0.06,0.04,0,0.01,0.11
Ring of Red,2000,Strategy,Konami Digital Entertainment,0.06,0.04,0,0.01,0.11
Cold Winter,2005,Shooter,Vivendi Games,0.06,0.04,0,0.01,0.11
Naruto Ultimate Collection,2008,Misc,Namco Bandai Games,0.06,0.04,0,0.01,0.11
Coraline,2009,Action,D3Publisher,0.06,0.04,0,0.01,0.11
